OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
STARLINK-32395,2024-193U,61679,PAY,+,US,2024-10-26,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32412,2024-193V,61680,PAY,+,US,2024-10-26,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-32426,2024-193W,61681,PAY,+,US,2024-10-26,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-32429,2024-193X,61682,PAY,+,US,2024-10-26,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-11335 [DTC],2024-195A,61687,PAY,+,US,2024-10-30,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11344 [DTC],2024-195B,61688,PAY,+,US,2024-10-30,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11312 [DTC],2024-195C,61689,PAY,+,US,2024-10-30,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11340 [DTC],2024-195D,61690,PAY,+,US,2024-10-30,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11339 [DTC],2024-195E,61691,PAY,+,US,2024-10-30,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11315 [DTC],2024-195F,61692,PAY,+,US,2024-10-30,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11366 [DTC],2024-195G,61693,PAY,+,US,2024-10-30,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11348 [DTC],2024-195H,61694,PAY,+,US,2024-10-30,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11327 [DTC],2024-195J,61695,PAY,+,US,2024-10-30,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11341 [DTC],2024-195K,61696,PAY,+,US,2024-10-30,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11346 [DTC],2024-195L,61697,PAY,+,US,2024-10-30,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11296 [DTC],2024-195N,61699,PAY,+,US,2024-10-30,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-32349,2024-195P,61700,PAY,+,US,2024-10-30,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32461,2024-195Q,61701,PAY,+,US,2024-10-30,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32299,2024-195R,61702,PAY,+,US,2024-10-30,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32387,2024-195T,61704,PAY,+,US,2024-10-30,AFWTR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-32515,2024-195U,61705,PAY,+,US,2024-10-30,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32533,2024-195V,61706,PAY,+,US,2024-10-30,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32376,2024-196A,61707,PAY,+,US,2024-10-30,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32402,2024-196B,61708,PAY,+,US,2024-10-30,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32314,2024-196C,61709,PAY,+,US,2024-10-30,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32404,2024-196D,61710,PAY,+,US,2024-10-30,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-32312,2024-196E,61711,PAY,+,US,2024-10-30,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32343,2024-196F,61712,PAY,+,US,2024-10-30,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-32467,2024-196G,61713,PAY,+,US,2024-10-30,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32440,2024-196H,61714,PAY,+,US,2024-10-30,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-32459,2024-196J,61715,PAY,+,US,2024-10-30,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32465,2024-196K,61716,PAY,+,US,2024-10-30,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32457,2024-196L,61717,PAY,+,US,2024-10-30,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-32591,2024-196M,61718,PAY,+,US,2024-10-30,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-32344,2024-196N,61719,PAY,+,US,2024-10-30,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32322,2024-196P,61720,PAY,+,US,2024-10-30,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32469,2024-196Q,61721,PAY,+,US,2024-10-30,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32438,2024-196R,61722,PAY,+,US,2024-10-30,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-32540,2024-196S,61723,PAY,+,US,2024-10-30,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32528,2024-196T,61724,PAY,+,US,2024-10-30,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32573,2024-196U,61725,PAY,+,US,2024-10-30,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32478,2024-196V,61726,PAY,+,US,2024-10-30,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32511,2024-196W,61727,PAY,+,US,2024-10-30,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-32475,2024-196X,61728,PAY,+,US,2024-10-30,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32442,2024-196Y,61729,PAY,+,US,2024-10-30,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32362,2024-202A,61845,PAY,+,US,2024-11-07,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32472,2024-202B,61846,PAY,+,US,2024-11-07,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32352,2024-202C,61847,PAY,+,US,2024-11-07,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32427,2024-202D,61848,PAY,+,US,2024-11-07,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32346,2024-202E,61849,PAY,+,US,2024-11-07,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32330,2024-202F,61850,PAY,+,US,2024-11-07,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32379,2024-202G,61851,PAY,+,US,2024-11-07,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32433,2024-202H,61852,PAY,+,US,2024-11-07,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32394,2024-202J,61853,PAY,+,US,2024-11-07,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32486,2024-202K,61854,PAY,+,US,2024-11-07,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32391,2024-202L,61855,PAY,+,US,2024-11-07,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32483,2024-202M,61856,PAY,+,US,2024-11-07,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32451,2024-202N,61857,PAY,+,US,2024-11-07,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32556,2024-202P,61858,PAY,+,US,2024-11-07,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32466,2024-202Q,61859,PAY,+,US,2024-11-07,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32316,2024-202R,61860,PAY,+,US,2024-11-07,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32415,2024-202S,61861,PAY,+,US,2024-11-07,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32393,2024-202T,61862,PAY,+,US,2024-11-07,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32324,2024-202U,61863,PAY,+,US,2024-11-07,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32318,2024-202V,61864,PAY,+,US,2024-11-07,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32401,2024-202W,61865,PAY,+,US,2024-11-07,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32588,2024-202X,61866,PAY,+,US,2024-11-07,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32569,2024-202Y,61867,PAY,+,US,2024-11-07,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-11402 [DTC],2024-204A,61874,PAY,+,US,2024-11-09,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11316 [DTC],2024-204B,61875,PAY,+,US,2024-11-09,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11321 [DTC],2024-204D,61877,PAY,+,US,2024-11-09,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11314 [DTC],2024-204E,61878,PAY,+,US,2024-11-09,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11324 [DTC],2024-204F,61879,PAY,+,US,2024-11-09,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11328 [DTC],2024-204G,61880,PAY,+,US,2024-11-09,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11329 [DTC],2024-204H,61881,PAY,+,US,2024-11-09,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11398 [DTC],2024-204J,61882,PAY,+,US,2024-11-09,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11383 [DTC],2024-204K,61883,PAY,+,US,2024-11-09,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11359 [DTC],2024-204L,61884,PAY,+,US,2024-11-09,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11301 [DTC],2024-204M,61885,PAY,+,US,2024-11-09,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11351 [DTC],2024-204N,61886,PAY,+,US,2024-11-09,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-32410,2024-204P,61887,PAY,+,US,2024-11-09,AFWTR,,93.85,53.16,464,461,,,EA,ORB
STARLINK-32377,2024-204Q,61888,PAY,+,US,2024-11-09,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32292,2024-204R,61889,PAY,+,US,2024-11-09,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32501,2024-204S,61890,PAY,+,US,2024-11-09,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32383,2024-204T,61891,PAY,+,US,2024-11-09,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32239,2024-204U,61892,PAY,+,US,2024-11-09,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32489,2024-204V,61893,PAY,+,US,2024-11-09,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32303,2024-207A,61912,PAY,+,US,2024-11-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32434,2024-207B,61913,PAY,+,US,2024-11-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32460,2024-207C,61914,PAY,+,US,2024-11-11,AFETR,,94.27,43.00,485,481,,,EA,ORB
STARLINK-32541,2024-207E,61916,PAY,+,US,2024-11-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32544,2024-207F,61917,PAY,+,US,2024-11-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32555,2024-207G,61918,PAY,+,US,2024-11-11,AFETR,,94.27,43.00,485,481,,,EA,ORB
STARLINK-32547,2024-207H,61919,PAY,+,US,2024-11-11,AFETR,,94.27,43.00,485,481,,,EA,ORB
STARLINK-32616,2024-207J,61920,PAY,+,US,2024-11-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32605,2024-207K,61921,PAY,+,US,2024-11-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32579,2024-207L,61922,PAY,+,US,2024-11-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32537,2024-207M,61923,PAY,+,US,2024-11-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32564,2024-207N,61924,PAY,+,US,2024-11-11,AFETR,,94.27,43.00,485,481,,,EA,ORB
STARLINK-32536,2024-207P,61925,PAY,+,US,2024-11-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32624,2024-207Q,61926,PAY,+,US,2024-11-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32622,2024-207R,61927,PAY,+,US,2024-11-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32620,2024-207S,61928,PAY,+,US,2024-11-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32609,2024-207T,61929,PAY,+,US,2024-11-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32567,2024-207U,61930,PAY,+,US,2024-11-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32420,2024-207V,61931,PAY,+,US,2024-11-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32354,2024-207W,61932,PAY,+,US,2024-11-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32361,2024-207X,61933,PAY,+,US,2024-11-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32500,2024-207Z,61935,PAY,+,US,2024-11-11,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-11407 [DTC],2024-209A,61939,PAY,+,US,2024-11-14,AFWTR,,91.73,53.16,361,358,,,EA,ORB
STARLINK-11337 [DTC],2024-209B,61940,PAY,+,US,2024-11-14,AFWTR,,91.73,53.16,360,359,,,EA,ORB
STARLINK-11353 [DTC],2024-209C,61941,PAY,+,US,2024-11-14,AFWTR,,91.73,53.16,360,359,,,EA,ORB
STARLINK-11320 [DTC],2024-209D,61942,PAY,+,US,2024-11-14,AFWTR,,91.73,53.16,360,359,,,EA,ORB
STARLINK-11425 [DTC],2024-209E,61943,PAY,+,US,2024-11-14,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11422 [DTC],2024-209F,61944,PAY,+,US,2024-11-14,AFWTR,,91.73,53.16,361,358,,,EA,ORB
STARLINK-11421 [DTC],2024-209G,61945,PAY,+,US,2024-11-14,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11410 [DTC],2024-209H,61946,PAY,+,US,2024-11-14,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11390 [DTC],2024-209J,61947,PAY,+,US,2024-11-14,AFWTR,,91.73,53.16,361,358,,,EA,ORB
STARLINK-11414 [DTC],2024-209K,61948,PAY,+,US,2024-11-14,AFWTR,,91.73,53.16,361,359,,,EA,ORB
STARLINK-11424 [DTC],2024-209L,61949,PAY,+,US,2024-11-14,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11423 [DTC],2024-209M,61950,PAY,+,US,2024-11-14,AFWTR,,91.73,53.16,361,359,,,EA,ORB
STARLINK-11395 [DTC],2024-209N,61951,PAY,+,US,2024-11-14,AFWTR,,91.73,53.16,360,359,,,EA,ORB
STARLINK-32572,2024-209P,61952,PAY,+,US,2024-11-14,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32585,2024-209Q,61953,PAY,+,US,2024-11-14,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32574,2024-209R,61954,PAY,+,US,2024-11-14,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32583,2024-209S,61955,PAY,+,US,2024-11-14,AFWTR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-32273,2024-209T,61956,PAY,+,US,2024-11-14,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32359,2024-209U,61957,PAY,+,US,2024-11-14,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32566,2024-209V,61958,PAY,+,US,2024-11-14,AFWTR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-32499,2024-210A,61959,PAY,+,US,2024-11-14,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32372,2024-210B,61960,PAY,+,US,2024-11-14,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32452,2024-210C,61961,PAY,+,US,2024-11-14,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32458,2024-210D,61962,PAY,+,US,2024-11-14,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32487,2024-210E,61963,PAY,+,US,2024-11-14,AFETR,,94.27,43.00,485,481,,,EA,ORB
STARLINK-32513,2024-210F,61964,PAY,+,US,2024-11-14,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32514,2024-210G,61965,PAY,+,US,2024-11-14,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32498,2024-210H,61966,PAY,+,US,2024-11-14,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32518,2024-210J,61967,PAY,+,US,2024-11-14,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32471,2024-210K,61968,PAY,+,US,2024-11-14,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32450,2024-210L,61969,PAY,+,US,2024-11-14,AFETR,,94.27,43.01,484,482,,,EA,ORB
STARLINK-32613,2024-210M,61970,PAY,+,US,2024-11-14,AFETR,,94.27,43.00,483,483,,,EA,ORB
STARLINK-32610,2024-210N,61971,PAY,+,US,2024-11-14,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32612,2024-210P,61972,PAY,+,US,2024-11-14,AFETR,,94.27,43.01,485,481,,,EA,ORB
STARLINK-32601,2024-210Q,61973,PAY,+,US,2024-11-14,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32593,2024-210R,61974,PAY,+,US,2024-11-14,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32586,2024-210S,61975,PAY,+,US,2024-11-14,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32611,2024-210T,61976,PAY,+,US,2024-11-14,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32607,2024-210U,61977,PAY,+,US,2024-11-14,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32606,2024-210V,61978,PAY,+,US,2024-11-14,AFETR,,94.27,43.00,483,483,,,EA,ORB
STARLINK-32578,2024-210W,61979,PAY,+,US,2024-11-14,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32517,2024-210X,61980,PAY,+,US,2024-11-14,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32522,2024-210Y,61981,PAY,+,US,2024-11-14,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32560,2024-210Z,61982,PAY,+,US,2024-11-14,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-11433 [DTC],2024-213A,62008,PAY,+,US,2024-11-18,AFWTR,,91.73,53.16,360,359,,,EA,ORB
STARLINK-11262 [DTC],2024-213B,62009,PAY,+,US,2024-11-18,AFWTR,,91.73,53.16,360,359,,,EA,ORB
STARLINK-11326 [DTC],2024-213C,62010,PAY,+,US,2024-11-18,AFWTR,,91.73,53.16,360,359,,,EA,ORB
STARLINK-11330 [DTC],2024-213D,62011,PAY,+,US,2024-11-18,AFWTR,,91.73,53.16,360,359,,,EA,ORB
STARLINK-11363 [DTC],2024-213E,62012,PAY,+,US,2024-11-18,AFWTR,,91.73,53.16,360,359,,,EA,ORB
STARLINK-11377 [DTC],2024-213F,62013,PAY,+,US,2024-11-18,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11385 [DTC],2024-213G,62014,PAY,+,US,2024-11-18,AFWTR,,91.73,53.16,361,359,,,EA,ORB
STARLINK-11396 [DTC],2024-213H,62015,PAY,+,US,2024-11-18,AFWTR,,91.73,53.16,360,359,,,EA,ORB
STARLINK-11393 [DTC],2024-213J,62016,PAY,+,US,2024-11-18,AFWTR,,91.73,53.16,360,359,,,EA,ORB
STARLINK-11343 [DTC],2024-213K,62017,PAY,+,US,2024-11-18,AFWTR,,91.73,53.16,360,359,,,EA,ORB
STARLINK-11411 [DTC],2024-213L,62018,PAY,+,US,2024-11-18,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11404 [DTC],2024-213M,62019,PAY,+,US,2024-11-18,AFWTR,,91.73,53.16,361,359,,,EA,ORB
STARLINK-11378 [DTC],2024-213N,62020,PAY,+,US,2024-11-18,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-32520,2024-213P,62021,PAY,+,US,2024-11-18,AFWTR,,93.85,53.16,464,461,,,EA,ORB
STARLINK-32539,2024-213Q,62022,PAY,+,US,2024-11-18,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32334,2024-213R,62023,PAY,+,US,2024-11-18,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32504,2024-213S,62024,PAY,+,US,2024-11-18,AFWTR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-32493,2024-213T,62025,PAY,+,US,2024-11-18,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32561,2024-213U,62026,PAY,+,US,2024-11-18,AFWTR,,93.85,53.16,464,461,,,EA,ORB
STARLINK-32512,2024-213V,62027,PAY,+,US,2024-11-18,AFWTR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-32637,2024-216A,62032,PAY,+,US,2024-11-21,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32582,2024-216B,62033,PAY,+,US,2024-11-21,AFETR,,94.27,43.00,484,483,,,EA,ORB
STARLINK-32615,2024-216C,62034,PAY,+,US,2024-11-21,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32592,2024-216D,62035,PAY,+,US,2024-11-21,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32225,2024-216E,62036,PAY,+,US,2024-11-21,AFETR,,94.27,43.00,485,482,,,EA,ORB
STARLINK-32595,2024-216F,62037,PAY,+,US,2024-11-21,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32480,2024-216H,62039,PAY,+,US,2024-11-21,AFETR,,94.27,43.00,483,483,,,EA,ORB
STARLINK-32510,2024-216J,62040,PAY,+,US,2024-11-21,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32456,2024-216K,62041,PAY,+,US,2024-11-21,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32509,2024-216L,62042,PAY,+,US,2024-11-21,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32491,2024-216M,62043,PAY,+,US,2024-11-21,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32577,2024-216N,62044,PAY,+,US,2024-11-21,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32618,2024-216P,62045,PAY,+,US,2024-11-21,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32598,2024-216Q,62046,PAY,+,US,2024-11-21,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32630,2024-216R,62047,PAY,+,US,2024-11-21,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32599,2024-216S,62048,PAY,+,US,2024-11-21,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32473,2024-216T,62049,PAY,+,US,2024-11-21,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32492,2024-216U,62050,PAY,+,US,2024-11-21,AFETR,,94.27,43.00,485,481,,,EA,ORB
STARLINK-32496,2024-216V,62051,PAY,+,US,2024-11-21,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32495,2024-216W,62052,PAY,+,US,2024-11-21,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32494,2024-216X,62053,PAY,+,US,2024-11-21,AFETR,,94.27,43.01,486,481,,,EA,ORB
STARLINK-32408,2024-216Y,62054,PAY,+,US,2024-11-21,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-32571,2024-216Z,62055,PAY,+,US,2024-11-21,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-11465 [DTC],2024-217A,62057,PAY,+,US,2024-11-24,AFWTR,,91.73,53.16,360,359,,,EA,ORB
STARLINK-11426 [DTC],2024-217B,62058,PAY,+,US,2024-11-24,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11454 [DTC],2024-217C,62059,PAY,+,US,2024-11-24,AFWTR,,91.73,53.16,360,359,,,EA,ORB
STARLINK-11473 [DTC],2024-217D,62060,PAY,+,US,2024-11-24,AFWTR,,91.73,53.16,360,359,,,EA,ORB
STARLINK-11429 [DTC],2024-217E,62061,PAY,+,US,2024-11-24,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11470 [DTC],2024-217F,62062,PAY,+,US,2024-11-24,AFWTR,,91.73,53.16,361,359,,,EA,ORB
STARLINK-11427 [DTC],2024-217G,62063,PAY,+,US,2024-11-24,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11456 [DTC],2024-217H,62064,PAY,+,US,2024-11-24,AFWTR,,91.74,53.16,361,359,,,EA,ORB
STARLINK-11474 [DTC],2024-217J,62065,PAY,+,US,2024-11-24,AFWTR,,91.73,53.16,361,359,,,EA,ORB
STARLINK-11463 [DTC],2024-217K,62066,PAY,+,US,2024-11-24,AFWTR,,91.73,53.16,360,359,,,EA,ORB
STARLINK-11472 [DTC],2024-217L,62067,PAY,+,US,2024-11-24,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-11467 [DTC],2024-217M,62068,PAY,+,US,2024-11-24,AFWTR,,91.73,53.16,360,359,,,EA,ORB
STARLINK-11460 [DTC],2024-217N,62069,PAY,+,US,2024-11-24,AFWTR,,91.74,53.16,360,359,,,EA,ORB
STARLINK-32604,2024-217P,62070,PAY,+,US,2024-11-24,AFWTR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-32553,2024-217Q,62071,PAY,+,US,2024-11-24,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32603,2024-217R,62072,PAY,+,US,2024-11-24,AFWTR,,93.85,53.16,464,461,,,EA,ORB
STARLINK-32444,2024-217S,62073,PAY,+,US,2024-11-24,AFWTR,,93.85,53.16,464,461,,,EA,ORB
STARLINK-32619,2024-217T,62074,PAY,+,US,2024-11-24,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32580,2024-217U,62075,PAY,+,US,2024-11-24,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-32617,2024-217V,62076,PAY,+,US,2024-11-24,AFWTR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-11384 [DTC],2024-220A,62088,PAY,+,US,2024-11-25,AFETR,,91.67,43.00,358,354,,,EA,ORB
STARLINK-11379 [DTC],2024-220B,62089,PAY,+,US,2024-11-25,AFETR,,91.67,43.00,358,355,,,EA,ORB
STARLINK-11387 [DTC],2024-220C,62090,PAY,+,US,2024-11-25,AFETR,,91.67,43.00,358,355,,,EA,ORB
STARLINK-11389 [DTC],2024-220D,62091,PAY,+,US,2024-11-25,AFETR,,91.66,43.00,357,354,,,EA,ORB
STARLINK-11388 [DTC],2024-220E,62092,PAY,+,US,2024-11-25,AFETR,,91.67,43.00,358,355,,,EA,ORB
STARLINK-11345 [DTC],2024-220F,62093,PAY,+,US,2024-11-25,AFETR,,91.67,43.00,358,355,,,EA,ORB
STARLINK-11381 [DTC],2024-220G,62094,PAY,+,US,2024-11-25,AFETR,,91.67,43.00,357,356,,,EA,ORB
